name,terminology,code,term,DiabetesType
diabetes_drugs,DMD,29699911000001109,Canagliflozin 100mg tablets (J M McGill Ltd) (product),general
diabetes_drugs,DMD,3283411000001101,Hypurin Porcine Neutral 100units/ml suspension for injection 1.5ml cartridges (C P Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,37508911000001103,Glucophage 500mg tablets (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,38135711000001100,Forxiga 10mg tablets (DE Pharmaceuticals) (product),general
diabetes_drugs,DMD,29743011000001108,Diabiom 30mg tablets (Tillomed Laboratories Ltd) (product),general
diabetes_drugs,DMD,30112311000001101,Pioglitazone 45mg tablets (DE Pharmaceuticals) (product),general
diabetes_drugs,DMD,5372211000001101,Glucobay 100 tablets (PI) (Waymade Ltd) (product),general
diabetes_drugs,DMD,5520411000001100,Amaryl 2mg tablets (PI) (Dowelhurst Ltd) (product),general
diabetes_drugs,DMD,38139511000001108,Humulin I 100units/ml suspension for injection 3ml cartridges (DE Pharmaceuticals) (product),general
diabetes,SNOMED,185758007,Diabetes monitoring third letter (procedure),removed
diabetes_drugs,DMD,19306711000001106,Enyglid 0.5mg tablets (Consilient Health Ltd) (product),general
diabetes_drugs,DMD,30134711000001101,Glibenclamide 5mg tablets (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,23943211000001106,Glibenclamide 2.5mg tablets (Doncaster Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,3474911000001103,Insulin zinc mixed bovine 100units/ml suspension for injection 10ml vials (product),general
diabetes_drugs,DMD,894411000001104,Glibenclamide 2.5mg tablets (C P Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,37428211000001106,Actos 30mg tablets (CST Pharma Ltd) (product),general
diabetes_drugs,DMD,38123811000001106,Byetta 5micrograms/0.02ml solution for injection 1.2ml pre-filled pens (DE Pharmaceuticals) (product),general
diabetes,SNOMED,268519009,Diabetic - poor control,general
diabetes,SNOMED,308105005,O/E - Right diabetic foot at risk,general
diabetes,SNOMED,314015001,Mixed diabetic maculopathy,general
diabetes,SNOMED,420422005,Ketoacidosis in diabetes mellitus (disorder),general
diabetes_drugs,DMD,134587001,Gliclazide 30mg m/r tablet (product),general
diabetes_drugs,DMD,3260811000001108,Humulin I Pen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd) (product),general
diabetes_drugs,DMD,4028311000001101,Hypurin Bovine Isophane 100units/ml suspension for injection 3ml cartridges (C P Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,5302911000001102,Avandamet 1mg/500mg tablets (GlaxoSmithKline) (product),general
diabetes_drugs,DMD,868111000001101,Vivazide 80mg tablets (Lexon UK Ltd) (product),general
diabetes_drugs,DMD,36739111000001104,Gliclazide 40mg tablets (Flamingo Pharma (UK) Ltd) (product),general
diabetes_drugs,DMD,353988000,Insulin isophane human 100units/mL injection suspension 3mL prefilled pen (product),general
diabetes_drugs,DMD,16271111000001109,Avandamet 2mg/500mg tablets (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,29980811000001105,Byetta 10micrograms/0.04ml solution for injection 2.4ml pre-filled pens (Lexon (UK) Ltd) (product),general
diabetes_drugs,DMD,30208211000001107,Eucreas 50mg/1000mg tablets (Waymade Healthcare Plc) (product),general
diabetes_drugs,DMD,8614211000001102,Metformin 425mg/5ml oral solution (Special Order) (product),general
diabetes,SNOMED,237651005,Insulin resistance - type A (disorder),general
diabetes_drugs,DMD,24568411000001100,Sukkarto SR 500mg tablets (Morningside Healthcare Ltd) (product),general
diabetes_drugs,DMD,13413011000001108,Metformin 1g / Vildagliptin 50mg tablets (product),general
diabetes_drugs,DMD,8524211000001102,Gliclazide 40mg/5ml oral suspension (product),general
diabetes_drugs,DMD,28415811000001101,Metformin 500mg/5ml oral solution sugar free (Focus Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,16259811000001103,Amaryl 1mg tablets (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,37337711000001108,Amglidia 6mg/ml oral suspension with 5ml oral syringe (Amring Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,37405911000001104,Glibenclamide 600micrograms/ml oral suspension sugar free (product),general
diabetes_drugs,DMD,14200111000001102,Avandamet 4mg/1000mg tablets (Sigma Pharmaceuticals Plc) (product),general
diabetes_drugs,DMD,36047511000001102,Insulin lispro 100units/ml solution for injection 1.5ml cartridges (product),general
diabetes_drugs,DMD,37419911000001100,Humulin M3 100units/ml suspension for injection 10ml vials (CST Pharma Ltd) (product),general
diabetes,SNOMED,73211009,Diabetes mellitus,general
diabetes,SNOMED,1083111000000108,Diabetes monitoring invitation email (procedure),removed
diabetes_drugs,DMD,10750111000001100,Metformin 500mg/5ml oral solution sugar free (product),general
diabetes_drugs,DMD,21994811000001105,Lixisenatide 20micrograms/0.2ml solution for injection 3ml pre-filled disposable devices (product),general
diabetes_drugs,DMD,21711511000001101,Saxagliptin 2.5mg / Metformin 850mg tablets (product),general
diabetes_drugs,DMD,228111000001101,Amaryl 1mg tablets (Aventis Pharma) (product),general
diabetes_drugs,DMD,13833311000001106,Avandamet 2mg/1000mg tablets (Doncaster Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,27692911000001108,Chlorpropamide 100mg tablets (Special Order) (product),general
diabetes_drugs,DMD,13834011000001105,Avandia 8mg tablets (Doncaster Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,11494111000001102,Exenatide 10micrograms/0.04ml solution for injection 2.4ml pre-filled disposable devices (product),general
diabetes_drugs,DMD,10952411000001100,Prandin 0.5mg tablets (Novo Nordisk Ltd) (product),general
diabetes_drugs,DMD,4028811000001105,Hypurin Bovine Neutral 100units/ml solution for injection 3ml cartridges (C P Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,18309811000001106,Acarbose 100mg tablets (A A H Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,27957011000001101,Ziclaseg 30mg modified-release tablets (Lupin (Europe) Ltd) (product),general
diabetes_drugs,DMD,17915111000001104,Glibenclamide 5mg tablets (Phoenix Healthcare Distribution Ltd) (product),general
diabetes_drugs,DMD,18570911000001104,Competact 15mg/850mg tablets (Doncaster Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,5369511000001101,Glibenese 5mg tablets (PI) (Waymade Ltd) (product),general
diabetes_drugs,DMD,5270711000001100,NovoRapid Novolet 100units/ml solution for injection (PI) (Waymade Ltd) (product),general
diabetes_drugs,DMD,840811000001100,NovoNorm 2mg tablets (Novo Nordisk Pharmaceuticals Ltd) (product),general
diabetes,SNOMED,25412000,Diabetic retinal microaneurysm,general
diabetes,SNOMED,170745003,Diabetic on diet only,general
diabetes,SNOMED,420756003,Diabetic cataract associated with type II diabetes mellitus (disorder),type2
diabetes_drugs,DMD,30172211000001102,Abasaglar 100units/ml solution for injection 3ml cartridges (Eli Lilly and Company Ltd) (product),general
diabetes_drugs,DMD,3256111000001105,Insulatard ge 100units/ml suspension for injection 10ml vials (Novo Nordisk Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,33548911000001100,Metformin 500mg/5ml oral solution sugar free (Colonis Pharma Ltd) (product),general
diabetes_drugs,DMD,922211000001106,Avandia 4mg tablets (GlaxoSmithKline) (product),general
diabetes_drugs,DMD,10703111000001100,Insulin human 3mg inhalation powder blisters (product),general
diabetes_drugs,DMD,36804811000001103,Jardiance 25mg tablets (Originalis B.V.) (product),general
diabetes_drugs,DMD,5355711000001102,Daonil 5mg tablets (PI) (Waymade Ltd) (product),general
diabetes_drugs,DMD,15090711000001101,Gliclazide 30mg modified-release tablets (Sigma Pharmaceuticals Plc) (product),general
diabetes_drugs,DMD,17509911000001108,Apidra 100units/ml solution for injection 3ml cartridges (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,22350011000001105,Metformin 850mg tablets (Aurobindo Pharma Ltd) (product),general
diabetes_drugs,DMD,9528311000001103,Apidra 100units/ml solution for injection 3ml cartridges (sanofi-aventis) (product),general
diabetes_drugs,DMD,36620611000001107,Suliqua 100units/ml / 33micrograms/ml solution for injection 3ml pre-filled SoloStar pens (Sanofi) (product),general
diabetes_drugs,DMD,19179811000001109,Repaglinide 2mg tablets (Teva UK Ltd) (product),general
diabetes_drugs,DMD,10093311000001103,Apidra 100units/ml solution for injection 3ml pre-filled OptiSet pens (Sanofi) (product),general
diabetes_drugs,DMD,19873911000001106,Eucreas 50mg/1000mg tablets (Doncaster Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,20566511000001100,Repaglinide 1mg tablets (Creo Pharma Ltd) (product),general
diabetes_drugs,DMD,322511000001103,Euglucon 5mg tablets (Aventis Pharma) (product),general
diabetes_drugs,DMD,3279311000001102,Hypurin Bovine Isophane 100units/ml suspension for injection 1.5ml cartridges (C P Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,12792711000001102,Metformin 1g/5ml oral solution (Special Order) (product),general
diabetes_drugs,DMD,16503111000001106,Glucophage SR 500mg tablets (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,409122001,Product containing precisely metformin hydrochloride 500 milligram and rosiglitazone (as rosiglitazone maleate) 2 milligram/1 each conventional release oral tablet (clinical drug),general
diabetes,SNOMED,193350004,Advanced diabetic maculopathy,general
diabetes,SNOMED,185756006,Diabetes monitoring first letter (procedure),removed
diabetes_drugs,DMD,18885611000001108,Metabet SR 1000mg tablets (Morningside Healthcare Ltd) (product),general
diabetes_drugs,DMD,28049311000001109,Canagliflozin 50mg / Metformin 850mg tablets (product),general
diabetes_drugs,DMD,3473711000001102,Insulin lispro biphasic 25/75 100units/ml suspension for injection 3ml cartridges (product),general
diabetes_drugs,DMD,756411000001104,Glipizide 5mg tablets (Alpharma Limited) (product),general
diabetes_drugs,DMD,3471711000001103,Insulin isophane biphasic human 50/50 100units/ml suspension for injection 3ml pre-filled disposable devices (product),general
diabetes_drugs,DMD,17582511000001109,Amaryl 3mg tablets (Necessity Supplies Ltd) (product),general
diabetes_drugs,DMD,18490711000001101,Lantus 100units/ml solution for injection 3ml OptiClik cartridges (Necessity Supplies Ltd) (product),general
diabetes_drugs,DMD,8496611000001108,Gliclazide 160mg/5ml oral suspension (Special Order) (product),general
diabetes_drugs,DMD,325063005,Insulin soluble human 100units/mL injection solution 3mL cartridge (product),general
diabetes_drugs,DMD,10529511000001101,Diamicron 30mg MR tablets (PI) (Waymade Ltd) (product),general
diabetes_drugs,DMD,15091611000001100,Glimepiride 4mg tablets (Sigma Pharmaceuticals Plc) (product),general
diabetes_drugs,DMD,29700111000001107,Liraglutide 6mg/ml solution for injection 3ml pre-filled disposable devices (J M McGill Ltd) (product),general
diabetes_drugs,DMD,5335311000001100,Amaryl 1mg tablets (PI) (Waymade Ltd) (product),general
diabetes_drugs,DMD,30933411000001106,Alogliptin 25mg tablets (Ennogen Healthcare Ltd) (product),general
diabetes_drugs,DMD,400877001,Insulin glargine 100units/mL injection solution 3mL prefilled disposable injection device (product),general
diabetes_drugs,DMD,3472311000001106,Insulin isophane bovine 100units/ml suspension for injection 10ml vials (product),general
diabetes_drugs,DMD,37337011000001106,Amglidia 0.6mg/ml oral suspension with 1ml oral syringe (Amring Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,19593111000001104,Pioglitazone 30mg tablets (Dr Reddys Laboratories (UK) Ltd) (product),general
diabetes_drugs,DMD,3262511000001106,Insulatard NovoLet 100units/ml suspension for injection (Novo Nordisk Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,11411000001101,Gliclazide 80mg tablets (Kent Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,18265111000001107,Glucobay 100mg tablets (Necessity Supplies Ltd) (product),general
diabetes_drugs,DMD,18745511000001104,Humalog Mix50 KwikPen 100units/ml suspension for injection 3ml pre-filled pens (Sigma Pharmaceuticals Plc) (product),general
diabetes_drugs,DMD,30989911000001109,Metformin 500mg modified-release tablets (Alliance Healthcare (Distribution) Ltd) (product),general
diabetes_drugs,DMD,371485002,Insulin soluble human 100u/mL injection solution 1.5mL cartridge (product),general
diabetes,SNOMED,230577008,Diabetic mononeuropathy,general
diabetes,SNOMED,769244003,Diabetic maculopathy of right eye,general
diabetes_drugs,DMD,326038002,Product containing precisely acarbose 100 milligram/1 each conventional release oral tablet (clinical drug),general
diabetes_drugs,DMD,10963611000001104,Metformin 500mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,17199311000001101,Gliclazide 80mg tablets (Sovereign Medical Ltd) (product),general
diabetes_drugs,DMD,16533211000001109,Januvia 100mg tablets (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,37668211000001103,Januvia 50mg tablets (Pilsco Ltd) (product),general
diabetes_drugs,DMD,19863911000001104,Actos 45mg tablets (Lexon (UK) Ltd) (product),general
diabetes_drugs,DMD,33425611000001106,Metformin 750mg modified-release tablets (A A H Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,925311000001109,Gliclazide 80mg tablets (Genus Pharmaceuticals) (product),general
diabetes_drugs,DMD,36048111000001107,Insulin soluble bovine 100units/ml solution for injection 10ml vials (product),general
diabetes,SNOMED,48951005,Bullosis diabeticorum,general
diabetes,SNOMED,768792007,Cataract of right eye co-occurrent and due to diabetes mellitus,general
diabetes,SNOMED,237627000,Pregnancy and type 2 diabetes mellitus (disorder),type2
diabetes,SNOMED,237612000,Photomyoclonus - diabetes mellitus - deafness - nephropathy and cerebral dysfunction (disorder),general
diabetes_drugs,DMD,11494211000001108,Exenatide 5micrograms/0.02ml solution for injection 1.2ml pre-filled disposable devices (product),general
diabetes_drugs,DMD,16272811000001106,Avandia 4mg tablets (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,30138511000001104,Glimepiride 4mg tablets (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,37355411000001109,Byetta 10micrograms/0.04ml solution for injection 2.4ml pre-filled pens (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,10272911000001106,Glimepiride 4mg tablets (Unichem Plc) (product),general
diabetes_drugs,DMD,10690811000001108,Exubera 3mg inhalation powder blisters (Pfizer Ltd) (product),general
diabetes_drugs,DMD,11113611000001107,Pork Actrapid 100units/ml solution for injection 10ml vials (Waymade Ltd) (product),general
diabetes_drugs,DMD,16518411000001109,Humalog Mix25 Pen 100units/ml suspension for injection 3ml pre-filled pens (Mawdsley-Brooks & Company Ltd) (product),general
diabetes,SNOMED,39058009,Diabetic amyotrophy,general
diabetes,SNOMED,419100001,Infection of foot associated with diabetes (disorder),general
diabetes_drugs,DMD,424513004,Product containing precisely sitagliptin (as sitagliptin phosphate) 50 milligram/1 each conventional release oral tablet (clinical drug),general
diabetes_drugs,DMD,37439111000001109,Humalog KwikPen 100units/ml solution for injection 3ml pre-filled pens (CST Pharma Ltd) (product),general
diabetes_drugs,DMD,3763311000001102,Glurenorm 30mg tablets (Sanofi-Synthelabo Ltd) (product),general
diabetes_drugs,DMD,14248411000001104,Humalog Mix50 100units/ml suspension for injection 3ml cartridges (Sigma Pharmaceuticals Plc) (product),general
diabetes_drugs,DMD,16137611000001106,Amaryl 3mg tablets (Lexon (UK) Ltd) (product),general
diabetes_drugs,DMD,20320611000001105,Pioglitazone 45mg tablets (Sandoz Ltd) (product),general
diabetes_drugs,DMD,5548011000001108,Glucobay 50 tablets (PI) (Dowelhurst Ltd) (product),general
diabetes_drugs,DMD,700011000001100,Glibenclamide 2.5mg tablets (Alpharma Limited) (product),general
diabetes,SNOMED,43959009,Diabetic cataract,general
diabetes,SNOMED,609572000,Maturity-onset diabetes of the young - type 5 (disorder),MODY
diabetes_drugs,DMD,19492811000001108,Trajenta 5mg tablets (Boehringer Ingelheim Ltd) (product),general
diabetes_drugs,DMD,14061411000001105,Amaryl 3mg tablets (Sigma Pharmaceuticals Plc) (product),general
diabetes_drugs,DMD,37719711000001107,Humulin M3 100units/ml suspension for injection 10ml vials (Pilsco Ltd) (product),general
diabetes_drugs,DMD,13324411000001101,Tolbutamide 250mg/5ml oral suspension (product),general
diabetes_drugs,DMD,33769211000001109,Metformin 1g/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd) (product),general
diabetes_drugs,DMD,36047011000001105,Insulin aspart 100units/ml solution for injection 10ml vials (product),general
diabetes_drugs,DMD,19573011000001106,Metformin 1g modified-release tablets (A A H Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,29854711000001107,Liraglutide 6mg/ml solution for injection 3ml pre-filled disposable devices (Niche Pharma Ltd) (product),general
diabetes_drugs,DMD,3277711000001106,Hypurin Porcine 30/70 Mix 100units/ml suspension for injection 1.5ml cartridges (C P Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,10464711000001107,Avandia 4mg tablets (PI) (Dowelhurst Ltd) (product),general
diabetes_drugs,DMD,16516311000001101,Humalog 100units/ml solution for injection 3ml cartridges (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,30763311000001100,Metformin 500mg modified-release tablets (Almus Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,450011000001104,Tolbutamide 500mg tablets (A A H Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,12147311000001101,Glimepiride 2mg tablets (Kent Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,37512611000001109,Invokana 100mg tablets (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,16521911000001103,Humulin S 100units/ml solution for injection 10ml vials (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,30134911000001104,Gliclazide 80mg tablets (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,918011000001106,Glibenclamide 2.5mg tablets (Approved Prescription Services) (product),general
diabetes_drugs,DMD,37590811000001108,Apidra 100units/ml solution for injection 3ml cartridges (CST Pharma Ltd) (product),general
diabetes,SNOMED,408412005,O/E - left eye preproliferative diabetic retinopathy (context-dependent category),general
diabetes,SNOMED,237610008,Acrorenal field defect - ectodermal dysplasia - and lipoatrophic diabetes (disorder),general
diabetes_drugs,DMD,3280111000001104,Humalog 100units/ml solution for injection 10ml vials (Eli Lilly & Co Ltd) (product),general
diabetes_drugs,DMD,386011000001102,Glibenclamide 2.5mg tablets (Generics (UK) Ltd) (product),general
diabetes_drugs,DMD,3291711000001105,Insuman Rapid 100units/ml solution for injection 3ml pre-filled OptiSet pens (Sanofi) (product),general
diabetes_drugs,DMD,13466811000001105,Gliclazide 30mg/5ml oral suspension (product),general
diabetes_drugs,DMD,19592911000001108,Pioglitazone 15mg tablets (Dr Reddys Laboratories (UK) Ltd) (product),general
diabetes_drugs,DMD,38379411000001103,Saxenda 6mg/ml solution for injection 3ml pre-filled pens (CST Pharma Ltd) (product),general
diabetes_drugs,DMD,3268711000001103,Human Mixtard 10 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,3272811000001101,Mixtard 50 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,11766211000001107,Prandin 2mg tablets (Waymade Healthcare Plc) (product),general
diabetes_drugs,DMD,38141911000001104,Januvia 50mg tablets (DE Pharmaceuticals) (product),general
diabetes_drugs,DMD,23677911000001109,Sitagliptin 50mg tablets (Waymade Healthcare Plc) (product),general
diabetes_drugs,DMD,30857411000001109,Pioglitazone 45mg tablets (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,28024411000001103,Vokanamet 50mg/1000mg tablets (Janssen-Cilag Ltd) (product),general
diabetes_drugs,DMD,30012311000001107,Glucient SR 1000mg tablets (Consilient Health Ltd) (product),general
diabetes_drugs,DMD,10377711000001100,Glibenclamide 5mg tablets (Arrow Generics Ltd) (product),general
diabetes_drugs,DMD,24380011000001107,Metformin 500mg tablets (DE Pharmaceuticals) (product),general
diabetes_drugs,DMD,33549511000001101,Acarbose 50mg tablets (Mylan Ltd) (product),general
diabetes_drugs,DMD,374078008,Product containing precisely tolazamide 500 milligram/1 each conventional release oral tablet (clinical drug),general
diabetes_drugs,DMD,8093911000001101,Glimepiride 3mg tablets (Unichem Plc) (product),general
diabetes_drugs,DMD,34347311000001103,Metformin 500mg tablets (Crescent Pharma Ltd) (product),general
diabetes_drugs,DMD,37989211000001109,Forxiga 5mg tablets (Pharmaram Ltd) (product),general
diabetes,SNOMED,237622006,Poor glycemic control (disorder),general
diabetes_drugs,DMD,21208511000001102,Jentadueto 2.5mg/1000mg tablets (Boehringer Ingelheim Ltd) (product),general
diabetes_drugs,DMD,10486511000001106,NovoNorm 500microgram tablets (PI) (Dowelhurst Ltd) (product),general
diabetes_drugs,DMD,14201211000001102,Avandia 8mg tablets (Sigma Pharmaceuticals Plc) (product),general
diabetes_drugs,DMD,23943411000001105,Glibenclamide 5mg tablets (Doncaster Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,11135211000001104,Human Mixtard 10 Penfill 100units/ml suspension for injection 1.5ml cartridges (Waymade Ltd) (product),general
diabetes_drugs,DMD,31015811000001101,Albiglutide 50mg powder and solvent for solution for injection pre-filled disposable devices (product),general
diabetes,SNOMED,230574001,Diabetic acute painful polyneuropathy,general
diabetes,SNOMED,371087003,Diabetic foot ulcer (disorder),general
diabetes_drugs,DMD,13884911000001102,Humalog Mix50 KwikPen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd) (product),general
diabetes_drugs,DMD,419873003,Product containing precisely metformin hydrochloride 850 milligram and pioglitazone (as pioglitazone hydrochloride) 15 milligram/1 each conventional release oral tablet (clinical drug),general
diabetes_drugs,DMD,10488111000001103,Avandamet 4mg/1000mg tablets (PI) (Waymade Ltd) (product),general
diabetes_drugs,DMD,13627211000001100,Niddaryl 4mg tablets (Dee Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,10486811000001109,NovoNorm 1mg tablets (PI) (Dowelhurst Ltd) (product),general
diabetes_drugs,DMD,18567011000001105,Pioglitazone 45mg/5ml oral suspension (Special Order) (product),general
diabetes,SNOMED,185759004,Diabetes monitoring verbal invite (procedure),removed
diabetes_drugs,DMD,325263000,Product containing precisely glimepiride 4 milligram/1 each conventional release oral tablet (clinical drug),general
diabetes_drugs,DMD,34552411000001107,Meijumet 500mg modified-release tablets (Medreich Plc) (product),general
diabetes_drugs,DMD,11492211000001104,Gliclazide 80mg tablets (Winthrop Pharmaceuticals UK Ltd) (product),general
diabetes_drugs,DMD,15871011000001104,Insulin human 100units/ml solution for injection 10ml vials (Special Order) (product),general
diabetes_drugs,DMD,38135511000001105,Forxiga 5mg tablets (DE Pharmaceuticals) (product),general
diabetes,SNOMED,190406000,Malnutrition-related diabetes mellitus with ketoacidosis,other
diabetes,SNOMED,408411003,O/E - right eye preproliferative diabetic retinopathy (context-dependent category),general
diabetes,SNOMED,1067201000000106,Eating disorder co-occurrent with diabetes mellitus type 1 (disorder),type1
diabetes,SNOMED,771571000000102,History of secondary diabetes mellitus (situation),general
diabetes_drugs,DMD,3259811000001109,Insuman Comb 25 100units/ml suspension for injection 3ml pre-filled OptiSet pens (Sanofi) (product),general
diabetes_drugs,DMD,16271611000001101,Avandamet 2mg/1000mg tablets (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,18553911000001109,Humalog Mix25 KwikPen 100units/ml suspension for injection 3ml pre-filled pens (Waymade Healthcare Plc) (product),general
diabetes_drugs,DMD,33619611000001104,Repaglinide 2mg tablets (Mylan Ltd) (product),general
diabetes_drugs,DMD,37440011000001101,Janumet 50mg/1000mg tablets (CST Pharma Ltd) (product),general
diabetes,SNOMED,75524006,Malnutrition related diabetes mellitus,other
diabetes,SNOMED,111556005,Diabetic ketoacidosis without coma,general
diabetes,SNOMED,170747006,Diabetic on insulin,general
diabetes,SNOMED,472972006,History of autosomal dominant diabetes mellitus,general
diabetes_drugs,DMD,8524311000001105,Gliclazide 80mg/5ml oral suspension (product),general
diabetes_drugs,DMD,14386011000001106,NovoMix 30 Penfill 100units/ml suspension for injection 3ml cartridges (Sigma Pharmaceuticals Plc) (product),general
diabetes_drugs,DMD,18048911000001103,Humulin M3 100units/ml suspension for injection 10ml vials (Sigma Pharmaceuticals Plc) (product),general
diabetes_drugs,DMD,18083911000001104,Insulin human 100units/ml solution for injection 3.15ml cartridges (product),general
diabetes_drugs,DMD,21734711000001103,Acarbose 50mg tablets (Waymade Healthcare Plc) (product),general
diabetes_drugs,DMD,14665711000001105,NovoRapid 100units/ml solution for injection 10ml vials (Sigma Pharmaceuticals Plc) (product),general
diabetes_drugs,DMD,30088811000001104,Repaglinide 1mg tablets (DE Pharmaceuticals) (product),general
diabetes_drugs,DMD,5521211000001105,Amaryl 4mg tablets (PI) (Dowelhurst Ltd) (product),general
diabetes,SNOMED,408409007,O/E - right eye background diabetic retinopathy (context-dependent category),general
diabetes_drugs,DMD,23637211000001102,Alogliptin 12.5mg / Metformin 1g tablets (product),general
diabetes_drugs,DMD,19300811000001100,Repaglinide 2mg tablets (Actavis UK Ltd) (product),general
diabetes_drugs,DMD,3309511000001105,Human Actrapid Penfill 100units/ml solution for injection 1.5ml cartridges (Novo Nordisk Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,10689011000001106,Glimepiride 2mg tablets (Pliva Pharma Ltd) (product),general
diabetes_drugs,DMD,16130711000001103,Glimepiride 2mg/5ml oral suspension (product),general
diabetes_drugs,DMD,13324311000001108,Tolbutamide 1g/5ml oral suspension (product),general
diabetes_drugs,DMD,19362311000001107,Repaglinide 2mg tablets (A A H Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,22026511000001102,Gliclazide 40mg tablets (Waymade Healthcare Plc) (product),general
diabetes_drugs,DMD,30214611000001101,Vipidia 12.5mg tablets (Waymade Healthcare Plc) (product),general
diabetes_drugs,DMD,8174611000001109,Avandamet 4mg/1000mg tablets (GlaxoSmithKline) (product),general
diabetes_drugs,DMD,38543111000001106,Metformin 1g modified-release tablets (Morningside Healthcare Ltd) (product),general
diabetes,SNOMED,310505005,Diabetic hyperosmolar non-ketotic state,general
diabetes,SNOMED,421779007,Exudative maculopathy associated with type II diabetes mellitus (disorder),type2
diabetes_drugs,DMD,17601411000001109,NovoMix 30 FlexPen 100units/ml suspension for injection 3ml pre-filled pens (Necessity Supplies Ltd) (product),general
diabetes_drugs,DMD,16061411000001104,Metformin 500mg tablets (Bristol Laboratories Ltd) (product),general
diabetes_drugs,DMD,19700011000001107,Acarbose 100mg tablets (Doncaster Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,10542211000001105,Humalog Pen 100units/ml solution for injection 3ml pre-filled pens (Waymade Healthcare Plc) (product),general
diabetes_drugs,DMD,5440011000001100,Glucobay 100 tablets (PI) (Dowelhurst Ltd) (product),general
diabetes_drugs,DMD,5211211000001108,Pioglitazone 45mg tablets (product),general
diabetes,SNOMED,190389009,Type 2 diabetes mellitus with ulcer,type2
diabetes,SNOMED,267604001,Myasthenic syndrome due to diabetic amyotrophy,general
diabetes,SNOMED,237617006,Megaloblastic anemia - thiamine-responsive - with diabetes mellitus and sensorineural deafness (disorder),general
diabetes_drugs,DMD,33747711000001102,Saxenda 6mg/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd) (product),general
diabetes_drugs,DMD,4034311000001108,Hypurin Porcine Isophane 100units/ml suspension for injection 3ml cartridges (C P Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,28420711000001107,Vamju 30mg modified-release tablets (AMCo) (product),general
